,B_x,B_y,B_z,V_1,V_2,V_3
173,5.086388447523504,-8.80988321814209,-3.3909256316823333,0.0,-2.9133858267716537,0.0
174,4.817711997322406,-8.34452195559654,-3.2118079982149346,0.0,-2.755905511811024,0.0
175,4.548008637106295,-7.877382032730184,-3.0320057580708597,0.0,-2.5984251968503935,0.0
176,4.277332253833409,-7.408556784492561,-2.8515548358889378,0.0,-2.440944881889764,0.0
177,4.005737554410378,-6.938140966025473,-2.6704917029402506,0.0,-2.2834645669291342,0.0
178,3.7332800237160106,-6.4662306799580715,-2.4888533491440064,0.0,-2.1259842519685037,0.0
179,3.460015881245354,-5.992923301312153,-2.3066772541635685,0.0,-1.968503937007874,0.0
180,3.186002036441874,-5.518317400135233,-2.1240013576279146,0.0,-1.8110236220472444,0.0
181,2.9112960427896204,-5.042512661985837,-1.9408640285264118,0.0,-1.6535433070866148,0.0
182,2.635956050740984,-4.565609806401989,-1.7573040338273218,0.0,-1.4960629921259851,0.0
183,2.3600407595592414,-4.087710503490049,-1.5733605063728269,0.0,-1.3385826771653537,0.0
184,2.08360936815845,-3.6089172887769205,-1.3890729121056322,0.0,-1.181102362204724,0.0
185,1.8067215250263324,-3.129333476473932,-1.204481016684221,0.0,-1.0236220472440944,0.0
186,1.5294372773187503,-2.6490630713058856,-1.019624851545833,0.0,-0.8661417322834648,0.0
187,1.2518170192168703,-2.168210679063044,-0.8345446794779129,0.0,-0.7086614173228352,0.0
188,0.9739214396405274,-1.6868814160380188,-0.6492809597603513,0.0,-0.5511811023622055,0.0
189,0.6958114694133121,-1.2051808175130139,-0.4638743129422076,0.0,-0.3937007874015741,0.0
190,0.41754822797666546,-0.7232147454659368,-0.27836548531777683,0.0,-0.23622047244094446,0.0
191,0.13919296975165615,-0.24108929566626627,-0.09279531316777069,0.0,-0.07874015748031482,0.0
192,-0.13919296975165615,0.24108929566626627,0.09279531316777069,0.0,0.07874015748031482,0.0
193,-0.41754822797666546,0.7232147454659368,0.27836548531777683,0.0,0.23622047244094446,0.0
194,-0.6958114694133121,1.2051808175130139,0.4638743129422076,0.0,0.3937007874015741,0.0
195,-0.9739214396405242,1.6868814160380132,0.6492809597603492,0.0,0.5511811023622037,0.0
196,-1.2518170192168703,2.168210679063044,0.8345446794779129,0.0,0.7086614173228352,0.0
197,-1.5294372773187503,2.6490630713058856,1.019624851545833,0.0,0.8661417322834648,0.0
198,-1.8067215250263324,3.129333476473932,1.204481016684221,0.0,1.0236220472440944,0.0
199,-2.08360936815845,3.6089172887769205,1.3890729121056322,0.0,1.181102362204724,0.0
200,-2.3600407595592414,4.087710503490049,1.5733605063728269,0.0,1.3385826771653537,0.0
201,-2.6359560507409814,4.5656098064019845,1.7573040338273196,0.0,1.4960629921259834,0.0
202,-2.9112960427896204,5.042512661985837,1.9408640285264118,0.0,1.6535433070866148,0.0
203,-3.186002036441874,5.518317400135233,2.1240013576279146,0.0,1.8110236220472444,0.0
204,-3.460015881245354,5.992923301312153,2.3066772541635685,0.0,1.968503937007874,0.0
205,-3.7332800237160106,6.4662306799580715,2.4888533491440064,0.0,2.1259842519685037,0.0
206,-4.005737554410376,6.93814096602547,2.6704917029402484,0.0,2.2834645669291334,0.0
207,-4.277332253833408,7.408556784492558,2.851554835888937,0.0,2.440944881889763,0.0
208,-4.548008637106292,7.877382032730181,3.0320057580708606,0.0,2.5984251968503926,0.0
209,-4.817711997322406,8.34452195559654,3.2118079982149346,0.0,2.755905511811024,0.0
210,-5.086388447523504,8.80988321814209,3.3909256316823333,0.0,2.9133858267716537,0.0
211,-5.353984961232478,9.273373975814335,3.5693233074883177,0.0,3.0708661417322833,0.0
212,-5.620449411483128,9.73490394205937,3.746966274322085,0.0,3.228346456692913,0.0
213,-5.885730608291972,10.194384453224966,3.9238204055279775,0.0,3.3858267716535426,0.0
214,-6.149778334521534,10.651728530677605,4.099852223014353,0.0,3.5433070866141723,0.0
215,-6.4125433800892075,11.106850940053967,4.275028920059469,0.0,3.7007874015748037,0.0
216,-6.673977574480449,11.559668247575436,4.449318382986964,0.0,3.8582677165354333,0.0
217,-6.934033817529863,12.0100988733625,4.622689211686571,0.0,4.015748031496063,0.0
218,-7.192666108438376,12.458063141693977,4.795110738958915,0.0,4.173228346456693,0.0
219,-7.449829572999634,12.903483328164516,4.966553048666418,0.0,4.330708661417322,0.0
220,-7.7054804890134285,13.346283703701934,5.136986992675616,0.0,4.488188976377952,0.0
221,-7.959576309868727,13.78639057541423,5.306384206579149,0.0,4.645669291338583,0.0
222,-8.212075686283665,14.223732324244361,5.4747171241891035,0.0,4.803149606299213,0.0
223,-8.462938486194387,14.658239439418715,5.641958990796255,0.0,4.960629921259843,0.0
224,-8.712125812789335,15.089844549683427,5.808083875192886,0.0,5.118110236220472,0.0
225,-8.959600020689967,15.518482451330181,5.973066680459975,0.0,5.275590551181102,0.0
226,-9.205324730283289,15.944090133020929,6.136883153522189,0.0,5.4330708661417315,0.0
227,-9.449264840215935,16.366606797428204,6.299509893477287,0.0,5.590551181102361,0.0
228,-9.69138653806349,16.785973879715005,6.460924358708989,0.0,5.748031496062993,0.0
229,-9.931657309192895,17.202135062884892,6.621104872795261,0.0,5.905511811023622,0.0
230,-10.170045943839526,17.615036290039832,6.7800306292263475,0.0,6.062992125984252,0.0
231,-10.406522542424163,18.02462577358949,6.937681694949436,0.0,6.2204724409448815,0.0
232,-10.64105851913864,18.430854001461757,7.094039012759089,0.0,6.377952755905511,0.0
233,-10.873626603832232,18.833673740370042,7.249084402554816,0.0,6.535433070866141,0.0
234,-11.10420084223391,19.233040036198247,7.402800561489272,0.0,6.69291338582677,0.0
235,-11.33275659454859,19.6289102115694,7.555171063032391,0.0,6.8503937007874,0.0
236,-11.55927053246815,20.021243860668577,7.706180354978761,0.0,7.00787401574803,0.0
237,-11.783720634640622,20.41000284139533,7.855813756427079,0.0,7.165354330708663,0.0
238,-12.00608618064309,20.795151264924396,8.004057453762053,0.0,7.3228346456692925,0.0
239,-12.22634774350619,21.176655482757813,8.15089849567079,0.0,7.480314960629922,0.0
240,-12.444487180839747,21.55448407135402,8.296324787226492,0.0,7.637795275590552,0.0
241,-12.660487624611006,21.928607814423263,8.440325083074,0.0,7.7952755905511815,0.0
242,-12.874333469628223,22.29899968298058,8.582888979752143,0.0,7.952755905511811,0.0
243,-13.086010360783817,22.6656348132503,8.724006907189205,0.0,8.11023622047244,0.0
244,-13.295505179112324,23.028490482517686,8.863670119408214,0.0,8.26771653543307,0.0
245,-13.502806026719163,23.387546083024823,9.001870684479435,0.0,8.4251968503937,0.0
246,-13.70790221063722,23.74278309400939,9.138601473758136,0.0,8.58267716535433,0.0
247,-13.910784225668433,24.0941850519854,9.273856150445614,0.0,8.74015748031496,0.0
248,-14.11144373626815,24.44173751936602,9.407629157512096,0.0,8.897637795275589,0.0
249,-14.309873557530123,24.785428051528562,9.539915705020078,0.0,9.055118110236219,0.0
250,-14.506067635329865,25.12524616242184,9.670711756886568,0.0,9.212598425196852,0.0
251,-14.700021025684189,25.461183288815768,9.80001401712279,0.0,9.370078740157481,0.0
252,-14.8917298733842,25.793232753292674,9.927819915589463,0.0,9.527559055118111,0.0
253,-15.081191389958665,26.1213897260787,10.054127593305772,0.0,9.68503937007874,0.0
254,-15.268403831024015,26.445651185812874,10.178935887349336,0.0,9.84251968503937,0.0
255,-15.453366473076612,26.76601587935015,10.3022443153844,0.0,10.0,0.0
256,15.453366473076612,26.76601587935015,-10.3022443153844,0.0,0.0,-10.0
257,15.268403831024015,26.445651185812874,-10.178935887349336,0.0,0.0,-9.84251968503937
258,15.081191389958665,26.1213897260787,-10.054127593305772,0.0,0.0,-9.68503937007874
259,14.8917298733842,25.793232753292674,-9.927819915589463,0.0,0.0,-9.527559055118111
260,14.700021025684189,25.461183288815768,-9.80001401712279,0.0,0.0,-9.37007874015748
261,14.506067635329863,25.125246162421835,-9.670711756886572,0.0,0.0,-9.21259842519685
262,14.309873557530125,24.785428051528573,-9.539915705020082,0.0,0.0,-9.05511811023622
263,14.111443736268154,24.44173751936603,-9.407629157512098,0.0,0.0,-8.89763779527559
264,13.910784225668433,24.094185051985402,-9.273856150445619,0.0,0.0,-8.740157480314961
265,13.70790221063722,23.74278309400939,-9.138601473758136,0.0,0.0,-8.582677165354331
266,13.502806026719163,23.387546083024823,-9.001870684479435,0.0,0.0,-8.4251968503937
267,13.295505179112324,23.028490482517686,-8.863670119408214,0.0,0.0,-8.26771653543307
268,13.086010360783817,22.6656348132503,-8.724006907189205,0.0,0.0,-8.11023622047244
269,12.874333469628223,22.29899968298058,-8.582888979752143,0.0,0.0,-7.952755905511811
270,12.660487624611006,21.928607814423263,-8.440325083074,0.0,0.0,-7.7952755905511815
271,12.444487180839747,21.55448407135402,-8.296324787226492,0.0,0.0,-7.637795275590552
272,12.226347743506189,21.17665548275781,-8.150898495670786,0.0,0.0,-7.480314960629921
273,12.006086180643086,20.79515126492439,-8.004057453762053,0.0,0.0,-7.322834645669291
274,11.78372063464062,20.410002841395322,-7.855813756427073,0.0,0.0,-7.165354330708661
275,11.559270532468155,20.021243860668584,-7.7061803549787635,0.0,0.0,-7.0078740157480315
276,11.332756594548592,19.628910211569405,-7.555171063032391,0.0,0.0,-6.850393700787402
277,11.104200842233915,19.23304003619825,-7.402800561489272,0.0,0.0,-6.692913385826772
278,10.873626603832234,18.833673740370045,-7.249084402554819,0.0,0.0,-6.535433070866142
279,10.64105851913864,18.430854001461757,-7.094039012759089,0.0,0.0,-6.377952755905512
280,10.406522542424163,18.02462577358949,-6.937681694949436,0.0,0.0,-6.2204724409448815
281,10.170045943839526,17.615036290039832,-6.7800306292263475,0.0,0.0,-6.062992125984252
282,9.931657309192895,17.202135062884892,-6.621104872795261,0.0,0.0,-5.905511811023622
283,9.69138653806349,16.785973879715005,-6.460924358708989,0.0,0.0,-5.748031496062993
284,9.449264840215935,16.366606797428204,-6.299509893477287,0.0,0.0,-5.590551181102362
285,9.205324730283293,15.944090133020929,-6.1368831535221915,0.0,0.0,-5.433070866141732
286,8.959600020689969,15.518482451330184,-5.9730666804599775,0.0,0.0,-5.275590551181103
287,8.712125812789335,15.089844549683427,-5.808083875192886,0.0,0.0,-5.118110236220472
288,8.462938486194387,14.658239439418715,-5.641958990796255,0.0,0.0,-4.960629921259843
289,8.212075686283665,14.223732324244361,-5.4747171241891035,0.0,0.0,-4.803149606299213
290,7.959576309868727,13.786390575414227,-5.306384206579149,0.0,0.0,-4.645669291338582
291,7.7054804890134285,13.346283703701934,-5.136986992675616,0.0,0.0,-4.488188976377953
292,7.449829572999634,12.903483328164516,-4.966553048666418,0.0,0.0,-4.330708661417323
293,7.192666108438376,12.458063141693977,-4.795110738958915,0.0,0.0,-4.173228346456693
294,6.934033817529863,12.0100988733625,-4.622689211686571,0.0,0.0,-4.015748031496063
295,6.673977574480449,11.559668247575436,-4.449318382986964,0.0,0.0,-3.8582677165354333
296,6.4125433800892075,11.106850940053967,-4.275028920059469,0.0,0.0,-3.7007874015748037
297,6.149778334521536,10.65172853067761,-4.099852223014356,0.0,0.0,-3.543307086614173
298,5.885730608291975,10.19438445322497,-3.9238204055279806,0.0,0.0,-3.3858267716535435
299,5.62044941148313,9.734903942059374,-3.746966274322085,0.0,0.0,-3.228346456692914
300,5.353984961232478,9.273373975814335,-3.5693233074883177,0.0,0.0,-3.0708661417322833
301,5.086388447523504,8.80988321814209,-3.3909256316823333,0.0,0.0,-2.9133858267716537
302,4.817711997322406,8.34452195559654,-3.2118079982149346,0.0,0.0,-2.755905511811024
303,4.548008637106295,7.877382032730184,-3.0320057580708597,0.0,0.0,-2.5984251968503935
304,4.277332253833409,7.408556784492561,-2.8515548358889378,0.0,0.0,-2.440944881889764
305,4.005737554410378,6.938140966025473,-2.6704917029402506,0.0,0.0,-2.2834645669291342
306,3.7332800237160106,6.4662306799580715,-2.4888533491440064,0.0,0.0,-2.1259842519685037
307,3.460015881245354,5.992923301312153,-2.3066772541635685,0.0,0.0,-1.968503937007874
308,3.186002036441874,5.518317400135233,-2.1240013576279146,0.0,0.0,-1.8110236220472444
309,2.9112960427896204,5.042512661985837,-1.9408640285264118,0.0,0.0,-1.6535433070866148
310,2.635956050740984,4.565609806401989,-1.7573040338273218,0.0,0.0,-1.4960629921259851
311,2.3600407595592414,4.087710503490049,-1.5733605063728269,0.0,0.0,-1.3385826771653537
312,2.08360936815845,3.6089172887769205,-1.3890729121056322,0.0,0.0,-1.181102362204724
313,1.8067215250263324,3.129333476473932,-1.204481016684221,0.0,0.0,-1.0236220472440944
314,1.5294372773187503,2.6490630713058856,-1.019624851545833,0.0,0.0,-0.8661417322834648
315,1.2518170192168703,2.168210679063044,-0.8345446794779129,0.0,0.0,-0.7086614173228352
316,0.9739214396405274,1.6868814160380188,-0.6492809597603513,0.0,0.0,-0.5511811023622055
317,0.6958114694133121,1.2051808175130139,-0.4638743129422076,0.0,0.0,-0.3937007874015741
318,0.41754822797666546,0.7232147454659368,-0.27836548531777683,0.0,0.0,-0.23622047244094446
319,0.13919296975165615,0.24108929566626627,-0.09279531316777069,0.0,0.0,-0.07874015748031482
320,-0.13919296975165615,-0.24108929566626627,0.09279531316777069,0.0,0.0,0.07874015748031482
321,-0.41754822797666546,-0.7232147454659368,0.27836548531777683,0.0,0.0,0.23622047244094446
322,-0.6958114694133121,-1.2051808175130139,0.4638743129422076,0.0,0.0,0.3937007874015741
